Complexity metrics,Tue, 9 Jan 2018 17:53:56 EST
Method,ev(G),iv(G),v(G)
"it.polimi.deib.p2pchat.discovery.utilities.Util",5.38,43

Package,v(G)avg,v(G)tot
"it.polimi.deib.p2pchat.discovery",2.05,187
"it.polimi.deib.p2pchat.discovery.actionlisteners",3.00,15
"it.polimi.deib.p2pchat.discovery.chatmessages",1.70,39
"it.polimi.deib.p2pchat.discovery.chatmessages.messagefilter",1.40,14
"it.polimi.deib.p2pchat.discovery.chatmessages.waitingtosend",1.60,8
"it.polimi.deib.p2pchat.discovery.model",1.00,11
"it.polimi.deib.p2pchat.discovery.services",1.74,66
"it.polimi.deib.p2pchat.discovery.services.localdeviceguielement",1.40,7
"it.polimi.deib.p2pchat.discovery.socketmanagers",2.20,44
"it.polimi.deib.p2pchat.discovery.utilities",3.97,115

Module,v(G)avg,v(G)tot
"app",2.14,506

Project,v(G)avg,v(G)tot
"project",2.14,506

